Time:,Altitude:,Raw Altitude:,Groundspeed:,Raw Groundspeed:,Dist. to Waypoint,Latitude:,Longitude:,Notes
19-04-06 12:39:16,-3,-3.4383203200000003,22,22.76434902387619,224,34.1755383,-118.4819282,
19-04-06 12:39:16,-1,-1.67979008,24,24.012848916606902,219,34.1755099,-118.4818919,
19-04-06 12:39:16,-2,-2.29002632,24,24.929593413410185,205,34.1754911,-118.4818656,
19-04-06 12:39:17,-2,-2.8444882799999998,25,25.98694229932785,195,34.1754813,-118.4818518,
19-04-06 12:39:17,-2,-2.8444882799999998,26,26.751425865745546,195,34.1754813,-118.4818518,
19-04-06 12:39:17,-2,-2.4770342,27,27.286462830963135,185,34.1754621,-118.4818233,
19-04-06 12:39:18,-1,-1.6076116,27,27.286462830963135,180,34.1754522,-118.4818095,
19-04-06 12:39:18,-2,-2.82808408,27,27.62807724220276,175,34.1754413,-118.4817963,
19-04-06 12:39:18,-2,-2.82808408,27,27.732727983283997,166,34.1754187,-118.4817714,
19-04-06 12:39:18,-3,-3.30708672,27,27.88586342803955,157,34.1753933,-118.4817498,
19-04-06 12:39:19,-3,-3.29068252,28,28.300395754814147,154,34.175379,-118.4817408,
19-04-06 12:39:19,-2,-2.45734916,57,57.17920376182556,147,34.1753498,-118.481723,
19-04-06 12:39:19,-2,-2.45734916,57,57.17920376182556,147,34.1753498,-118.481723,
19-04-06 12:39:19,-3,-3.29068252,37,37.149476817092896,141,34.1753192,-118.4817044,
19-04-06 12:39:20,-3,-3.29068252,37,37.149476817092896,141,34.1753192,-118.4817044,
19-04-06 12:39:20,-5,-5.2329398,35,35.47187665874481,133,34.175271,-118.4816741,
19-04-06 12:39:20,-5,-5.2329398,35,35.47187665874481,133,34.175271,-118.4816741,
19-04-06 12:39:20,-3,-3.4940946,35,35.27246235157013,131,34.1752375,-118.4816523,
19-04-06 12:39:21,-4,-4.63910776,36,36.26363287097931,125,34.1752038,-118.4816292,
19-04-06 12:39:21,-5,-5.7119424400000005,36,36.39129632472992,124,34.1751868,-118.4816167,
19-04-06 12:39:21,-4,-4.16010512,36,36.50212967903137,123,34.1751698,-118.4816037,
19-04-06 12:39:22,0,-0.9612861199999999,37,37.308416283874514,122,34.1751357,-118.4815768,
19-04-06 12:39:22,-5,-5.26902904,39,39.066343481292726,122,34.1751013,-118.4815471,
19-04-06 12:39:22,-5,-5.80380596,39,39.724356878700256,122,34.1750838,-118.4815314,
19-04-06 12:39:22,-4,-4.89829412,39,39.23610877891541,125,34.1750491,-118.4815002,
19-04-06 12:39:23,-2,-2.08661424,40,40.401306093521114,125,34.1750313,-118.4814843,
19-04-06 12:39:23,1,1.48622052,39,39.07155302127838,130,34.1750139,-118.4814688,
19-04-06 12:39:23,0,-0.18372704,38,38.454458761367796,133,34.1749965,-118.4814536,
19-04-06 12:39:24,0,-0.5905511999999999,37,37.43139897377014,140,34.1749619,-118.4814241,
19-04-06 12:39:24,2,2.24409456,38,38.43245353931427,144,34.1749444,-118.4814093,
19-04-06 12:39:24,2,2.24409456,38,38.43245353931427,144,34.1749444,-118.4814093,
19-04-06 12:39:24,5,5.02952772,38,38.61701205318451,153,34.1749106,-118.4813793,
19-04-06 12:39:24,6,6.07283484,38,38.61701205318451,153,34.174878,-118.4813485,
19-04-06 12:39:25,6,6.07283484,37,37.0388030342865,162,34.174878,-118.4813485,
19-04-06 12:39:25,13,13.82217892,37,37.02122513900757,167,34.1748618,-118.481333,
19-04-06 12:39:25,15,15.337926999999999,36,36.317195702819824,172,34.1748288,-118.4813022,
19-04-06 12:39:25,7,7.8576118,36,36.271160890922545,189,34.1747962,-118.4812712,
19-04-06 12:39:26,7,7.8576118,36,36.271160890922545,189,34.1747962,-118.4812712,
19-04-06 12:39:26,10,10.35433104,36,36.4607631155777,194,34.1747807,-118.4812556,
19-04-06 12:39:26,10,10.35433104,36,36.4607631155777,194,34.1747807,-118.4812556,
19-04-06 12:39:26,18,18.56299272,33,33.94613537319184,217,34.1747204,-118.4811955,
19-04-06 12:39:27,18,18.56299272,33,33.94613537319184,217,34.1747204,-118.4811955,
19-04-06 12:39:27,17,17.26049924,31,31.854153073005676,222,34.1747054,-118.4811805,
19-04-06 12:39:27,15,15.55774328,33,33.057863437271116,228,34.1746591,-118.4811365,
19-04-06 12:39:28,14,14.071522759999999,34,34.44971485191345,247,34.1746427,-118.4811224,
19-04-06 12:39:28,15,15.39370128,32,32.891442883338925,260,34.1746111,-118.4810958,
19-04-06 12:39:28,15,15.39370128,32,32.891442883338925,260,34.1746111,-118.4810958,
19-04-06 12:39:29,19,19.970473079999998,33,33.033032861099244,272,34.1745632,-118.4810587,
19-04-06 12:39:29,20,20.56102428,32,32.670677284355165,285,34.1745473,-118.4810465,
19-04-06 12:39:29,23,23.353019120000003,30,30.591748558235167,291,34.1745321,-118.4810348,
19-04-06 12:39:29,23,23.77952832,31,31.09272483139038,304,34.1745011,-118.4810095,
19-04-06 12:39:30,20,20.94160172,32,32.87632426639557,311,34.174485,-118.4809968,
19-04-06 12:39:30,19,19.02559116,32,32.87632426639557,317,34.1744687,-118.4809843,
19-04-06 12:39:30,18,18.241470399999997,33,33.3289597631073,330,34.1744366,-118.4809602,
19-04-06 12:39:30,23,23.353019120000003,33,33.19623695430756,337,34.1744047,-118.4809378,
19-04-06 12:39:31,22,22.56889836,32,32.61419836166382,350,34.174389,-118.480927,
19-04-06 12:39:31,22,22.4573498,32,32.88647113616943,362,34.1743577,-118.480905,
19-04-06 12:39:31,21,21.735565,33,33.56770375053406,369,34.1743422,-118.4808937,
19-04-06 12:39:32,21,21.735565,33,33.56770375053406,369,34.1743422,-118.4808937,
19-04-06 12:39:32,21,21.78149676,34,34.34221372589111,388,34.1742958,-118.4808602,
19-04-06 12:39:32,21,21.78149676,34,34.34221372589111,388,34.1742958,-118.4808602,
19-04-06 12:39:32,22,22.12270412,33,33.87009173366547,401,34.1742652,-118.4808359,
19-04-06 12:39:33,22,22.12270412,33,33.87009173366547,401,34.1742652,-118.4808359,
19-04-06 12:39:33,20,20.61679856,34,34.51277062328339,407,34.17422,-118.480794,
19-04-06 12:39:33,20,20.13451508,38,38.67904781852722,427,34.1741911,-118.4807585,
19-04-06 12:39:34,17,17.0931764,42,42.93371510662079,441,34.174176,-118.480737,
19-04-06 12:39:34,19,19.4225728,40,40.49173932727814,441,34.1741552,-118.4806918,
19-04-06 12:39:34,19,19.4225728,40,40.43094884536743,453,34.1741552,-118.4806918,
19-04-06 12:39:34,17,17.41797956,40,40.43094884536743,459,34.1741463,-118.4806669,
19-04-06 12:39:35,17,17.631234159999998,42,42.91881550937653,464,34.1741393,-118.4806405,
19-04-06 12:39:35,14,14.34711332,45,45.21804050655365,469,34.174134,-118.4806126,
19-04-06 12:39:35,16,16.568241999999998,43,43.75630303478241,483,34.174125,-118.4805279,
19-04-06 12:39:35,18,18.00853076,43,43.97402425994873,487,34.1741254,-118.4804986,
19-04-06 12:39:36,18,18.16601108,43,43.97402425994873,490,34.1741279,-118.4804697,
19-04-06 12:39:36,17,17.637795840000003,43,43.954177946357724,496,34.1741356,-118.4804128,
19-04-06 12:39:36,18,18.989501920000002,46,46.14204394195556,499,34.1741418,-118.4803846,
19-04-06 12:39:36,18,18.1758536,49,49.077699509620665,501,34.174149,-118.480357,
19-04-06 12:39:37,15,15.918635680000001,48,48.90300313991547,504,34.1741681,-118.4803017,
19-04-06 12:39:37,16,16.96522364,49,49.16512591579437,506,34.1741793,-118.4802749,
19-04-06 12:39:37,18,18.451444159999998,48,48.428065180130005,506,34.1742069,-118.4802254,
19-04-06 12:39:38,18,18.451444159999998,46,46.20645450660705,506,34.1742069,-118.4802254,
19-04-06 12:39:38,20,20.52493504,46,46.20645450660705,506,34.1742377,-118.4801796,
19-04-06 12:39:38,27,27.35564392,44,44.67184292324066,505,34.1742544,-118.4801594,
19-04-06 12:39:38,28,28.356300120000004,43,43.520243603096006,504,34.1742718,-118.4801399,
19-04-06 12:39:39,30,30.039371040000002,42,42.51582552074432,504,34.1742891,-118.4801205,
19-04-06 12:39:39,29,29.271654480000002,42,42.51582552074432,502,34.174325,-118.4800835,
19-04-06 12:39:39,28,28.59580144,44,44.230271050186154,501,34.1743428,-118.4800654,
19-04-06 12:39:39,28,28.280840799999996,44,44.02886053489685,500,34.1743982,-118.4800179,
19-04-06 12:39:40,28,28.280840799999996,44,44.02886053489685,498,34.1743982,-118.4800179,
19-04-06 12:39:40,28,28.67782244,43,43.07107487533569,496,34.1744177,-118.4800054,
19-04-06 12:39:40,29,29.8064314,43,43.39852809860229,494,34.1744374,-118.4799934,
19-04-06 12:39:40,30,30.76771752,37,37.94138008541107,488,34.1744955,-118.4799621,
19-04-06 12:39:41,32,32.61811128,37,37.304858778190614,488,34.1745146,-118.4799528,
19-04-06 12:39:41,32,32.86745512,36,36.97034686290741,484,34.1745328,-118.4799444,
19-04-06 12:39:41,32,32.791995799999995,37,37.058170633392336,480,34.1745699,-118.4799286,
19-04-06 12:39:42,31,31.16469916,36,36.62803158863068,478,34.1745885,-118.4799219,
19-04-06 12:39:42,31,31.046588919999998,36,36.86502341846466,476,34.1746074,-118.4799161,
19-04-06 12:39:42,31,31.45341308,36,36.86502341846466,470,34.1746456,-118.4799089,
19-04-06 12:39:42,33,33.1528882,38,38.07041397670746,467,34.1746654,-118.4799079,
19-04-06 12:39:43,31,31.407481320000002,41,41.28819194763184,463,34.1746856,-118.4799087,
19-04-06 12:39:43,29,29.215880199999997,42,42.52110389549255,463,34.1747465,-118.4799245,
19-04-06 12:39:43,29,29.215880199999997,42,42.52110389549255,448,34.1747465,-118.4799245,
19-04-06 12:39:44,20,20.83989568,41,41.5302462613678,442,34.1747661,-118.4799343,
19-04-06 12:39:44,5,5.70209992,46,46.72523395244598,428,34.174806,-118.4799615,
19-04-06 12:39:44,5,5.70209992,46,46.72523395244598,428,34.174806,-118.4799615,
19-04-06 12:39:44,3,3.58595812,48,48.55201155670166,412,34.1748457,-118.4799976,
19-04-06 12:39:45,5,5.22309728,49,49.18299792324066,395,34.1748841,-118.4800387,
19-04-06 12:39:45,5,5.22309728,49,49.18299792324066,395,34.1748841,-118.4800387,
19-04-06 12:39:45,16,16.112205239999998,45,45.066907527618405,369,34.1749392,-118.4801039,
19-04-06 12:39:45,16,16.49278268,43,43.91011118289948,361,34.1749578,-118.4801257,
19-04-06 12:39:46,14,14.60629968,51,51.749871250419616,352,34.1749764,-118.4801484,
19-04-06 12:39:46,10,10.37073524,51,51.41760272262573,343,34.1750342,-118.4802182,
19-04-06 12:39:46,6,6.9061682,50,50.73095406398773,325,34.1750537,-118.4802415,
19-04-06 12:39:47,6,6.9061682,50,50.73095406398773,316,34.1750537,-118.4802415,
19-04-06 12:39:47,8,8.681102639999999,49,49.86137702381134,307,34.1750725,-118.4802657,
19-04-06 12:39:47,13,13.63517104,49,49.73253086368561,289,34.1751089,-118.4803144,
19-04-06 12:39:47,10,10.68569588,49,49.71481842773437,272,34.1751448,-118.4803627,
19-04-06 12:39:48,3,3.91732296,51,51.20886443397522,272,34.175163,-118.4803875,
19-04-06 12:39:48,1,1.04330712,51,51.20886443397522,246,34.1751991,-118.4804371,
19-04-06 12:39:48,2,2.6902888,49,49.43232994869232,237,34.1752174,-118.4804617,
19-04-06 12:39:48,0,0.9416010799999999,47,47.17425562412262,229,34.1752347,-118.4804856,
19-04-06 12:39:49,4,4.7309712799999994,47,47.17425562412262,221,34.1752522,-118.480509,
19-04-06 12:39:49,8,8.818897920000001,45,45.88246805229187,208,34.1752878,-118.4805511,
19-04-06 12:39:49,16,16.381234120000002,42,42.97053231803894,202,34.1753247,-118.4805874,
19-04-06 12:39:50,16,16.381234120000002,41,41.58184417362213,197,34.1753247,-118.4805874,
19-04-06 12:39:50,17,17.6673234,40,40.57277035823822,192,34.1753806,-118.4806371,
19-04-06 12:39:50,18,18.618767,39,39.75532939300537,180,34.1753999,-118.4806516,
19-04-06 12:39:51,30,30.259187320000002,38,38.3153030311203,177,34.1754384,-118.4806771,
19-04-06 12:39:51,30,30.259187320000002,38,38.3153030311203,175,34.1754384,-118.4806771,
19-04-06 12:39:51,30,30.334646640000003,34,34.347144797973634,173,34.1754969,-118.4807089,
19-04-06 12:39:51,30,30.334646640000003,35,35.80268714111328,173,34.1754969,-118.4807089,
19-04-06 12:39:52,27,27.93963344,35,35.80268714111328,173,34.1755172,-118.480718,
19-04-06 12:39:52,30,30.85301936,40,40.01152925045013,176,34.1755591,-118.4807335,
19-04-06 12:39:52,27,27.670604559999997,40,40.13376101566315,181,34.1756021,-118.4807458,
19-04-06 12:39:52,27,27.670604559999997,40,40.13376101566315,181,34.1756021,-118.4807458,
19-04-06 12:39:53,30,30.6102372,40,40.90282991592407,192,34.1756673,-118.4807628,
19-04-06 12:39:53,30,30.6102372,40,40.90282991592407,192,34.1756673,-118.4807628,
19-04-06 12:39:53,32,32.40485668,40,40.46079497264862,196,34.1756885,-118.4807687,
19-04-06 12:39:53,36,36.79790144,40,40.86319360809326,204,34.1757312,-118.4807811,
19-04-06 12:39:54,38,38.65485688,41,41.1295903969574,213,34.1757735,-118.4807944,
19-04-06 12:39:54,34,34.64238956,39,39.69573100402832,218,34.1758166,-118.4808078,
19-04-06 12:39:54,34,34.64238956,39,39.69573100402832,223,34.1758166,-118.4808078,
19-04-06 12:39:55,33,33.20866248,42,42.07242952648163,240,34.1758831,-118.4808297,
19-04-06 12:39:55,33,33.20866248,42,42.07242952648163,240,34.1758831,-118.4808297,
19-04-06 12:39:55,36,36.29593292,42,42.47614540897369,246,34.1759056,-118.4808377,
19-04-06 12:39:55,41,41.2073504,42,42.84680183231354,252,34.1759278,-118.4808461,
