Time:,time(sec),Altitude:,Raw Altitude:,Groundspeed:,Raw Groundspeed:,Dist. to Waypoint,Latitude:,Longitude:,Notes
19-04-07 11:11:23,22,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:24,23,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:24,23,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:24,23,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:24,23,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:24,23,-2,-2.16863524,0,0.136926374,233,34.1755554,-118.481961,
19-04-07 11:11:25,24,-3,-3.05774288,0,0.147610355,233,34.1755563,-118.4819625,
19-04-07 11:11:25,24,-3,-3.05774288,0,0.147610355,233,34.1755563,-118.4819625,
19-04-07 11:11:25,24,-3,-3.05774288,0,0.147610355,233,34.1755563,-118.4819625,
19-04-07 11:11:25,24,-3,-3.05774288,0,0.147610355,233,34.1755563,-118.4819625,
19-04-07 11:11:25,24,-3,-3.16929144,0,0.10282607,234,34.1755577,-118.4819637,
19-04-07 11:11:26,25,-2,-2.50000008,0,0.092359018,234,34.1755581,-118.481964,
19-04-07 11:11:26,25,-2,-2.50000008,0,0.092359018,234,34.1755581,-118.481964,
19-04-07 11:11:26,25,-2,-2.4442258,0,0.118460043,234,34.1755591,-118.4819646,
19-04-07 11:11:26,25,-2,-2.22440952,0,0.118460043,234,34.1755594,-118.4819648,
19-04-07 11:11:27,26,-2,-2.22440952,0,0.118460043,234,34.1755594,-118.4819648,
19-04-07 11:11:27,26,-2,-2.2801838,0,0.091849382,234,34.1755597,-118.4819651,
19-04-07 11:11:27,26,-3,-3.07742792,0,0.091849382,234,34.1755601,-118.4819653,
19-04-07 11:11:27,26,-3,-3.07742792,0,0.091849382,234,34.1755601,-118.4819653,
19-04-07 11:11:27,26,-2,-2.07349088,0,0.115063099,235,34.1755609,-118.4819661,
19-04-07 11:11:28,27,-2,-2.07349088,0,0.115063099,235,34.1755609,-118.4819661,
19-04-07 11:11:28,27,-2,-2.07349088,0,0.281633544,235,34.1755609,-118.4819661,
19-04-07 11:11:28,27,-2,-2.07349088,0,0.281633544,235,34.1755609,-118.4819661,
19-04-07 11:11:28,27,-2,-2.76246728,1,1.548724274,234,34.1755592,-118.4819649,
19-04-07 11:11:29,28,-2,-2.76246728,1,1.548724274,234,34.1755592,-118.4819649,
19-04-07 11:11:29,28,-2,-2.76246728,1,1.548724274,234,34.1755592,-118.4819649,
19-04-07 11:11:29,28,-3,-3.81889776,3,3.953100238,231,34.1755503,-118.4819577,
19-04-07 11:11:29,28,-4,-4.04199488,3,3.953100238,230,34.1755474,-118.481955,
19-04-07 11:11:29,28,-4,-4.04199488,3,3.953100238,230,34.1755474,-118.481955,
19-04-07 11:11:30,29,-4,-4.04199488,3,3.953100238,230,34.1755474,-118.481955,
19-04-07 11:11:30,29,-4,-4.04199488,8,8.629868157,230,34.1755474,-118.481955,
19-04-07 11:11:30,29,-4,-4.0026248,9,9.897257716,223,34.1755326,-118.4819388,
19-04-07 11:11:30,29,-4,-4.5603676,10,10.90223977,221,34.1755275,-118.4819341,
19-04-07 11:11:31,30,-4,-4.5603676,10,10.90223977,221,34.1755275,-118.4819341,
19-04-07 11:11:31,30,-4,-4.9868768,12,12.46331676,215,34.1755082,-118.4819203,
19-04-07 11:11:31,30,-4,-4.9868768,12,12.46331676,215,34.1755082,-118.4819203,
19-04-07 11:11:31,30,-4,-4.9868768,14,14.35554293,215,34.1755082,-118.4819203,
19-04-07 11:11:31,30,-4,-4.16994764,15,15.08323588,210,34.1754936,-118.4819106,
19-04-07 11:11:32,31,-5,-5.003281,15,15.08323588,207,34.1754862,-118.4819043,
19-04-07 11:11:32,31,-5,-5.003281,15,15.70057731,207,34.1754862,-118.4819043,
19-04-07 11:11:32,31,-5,-5.003281,15,15.70057731,207,34.1754862,-118.4819043,
19-04-07 11:11:32,31,-5,-5.003281,17,17.62540065,207,34.1754862,-118.4819043,
19-04-07 11:11:32,31,-5,-5.24606316,17,17.62540065,195,34.1754567,-118.4818739,
19-04-07 11:11:33,32,-5,-5.37401592,17,17.62540065,189,34.1754397,-118.4818568,
19-04-07 11:11:33,32,-5,-5.61679808,21,21.09649211,185,34.1754299,-118.4818482,
19-04-07 11:11:33,32,-5,-5.61679808,21,21.09649211,185,34.1754299,-118.4818482,
19-04-07 11:11:33,32,-6,-6.39435716,22,22.21144162,175,34.1753971,-118.4818244,
19-04-07 11:11:34,33,-6,-6.39435716,22,22.21144162,175,34.1753971,-118.4818244,
19-04-07 11:11:34,33,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:34,33,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:34,33,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:34,33,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:35,34,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:35,34,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:35,34,-7,-7.06364852,23,23.83184009,172,34.1753853,-118.4818168,
19-04-07 11:11:35,34,-7,-7.35892412,27,27.58972689,147,34.1752819,-118.4817437,
19-04-07 11:11:36,35,-7,-7.35892412,27,27.58972689,147,34.1752819,-118.4817437,
19-04-07 11:11:36,35,-6,-6.80446216,52,52.18264479,142,34.1752529,-118.4817239,
19-04-07 11:11:36,35,-6,-6.80446216,52,52.18264479,142,34.1752529,-118.4817239,
19-04-07 11:11:36,35,-6,-6.80446216,52,52.18264479,142,34.1752529,-118.4817239,
19-04-07 11:11:36,35,-6,-6.80446216,34,34.6404904,142,34.1752529,-118.4817239,
19-04-07 11:11:37,36,-7,-7.1194228,33,33.05814816,132,34.1751792,-118.4816709,
19-04-07 11:11:37,36,-7,-7.1194228,33,33.05814816,132,34.1751792,-118.4816709,
19-04-07 11:11:37,36,-6,-6.37795296,32,32.94533424,130,34.1751659,-118.4816575,
19-04-07 11:11:37,36,-6,-6.37795296,32,32.94533424,130,34.1751659,-118.4816575,
19-04-07 11:11:37,36,-6,-6.37795296,32,32.94533424,130,34.1751659,-118.4816575,
19-04-07 11:11:38,37,-6,-6.37795296,32,32.98815885,130,34.1751659,-118.4816575,
19-04-07 11:11:38,37,-7,-7.82152256,32,32.98815885,119,34.175105,-118.4815783,
19-04-07 11:11:38,37,-9,-9.268373,33,33.89916191,118,34.1750919,-118.4815618,
19-04-07 11:11:38,37,-9,-9.268373,33,33.89916191,118,34.1750919,-118.4815618,
19-04-07 11:11:39,38,-8,-8.51049896,30,30.34746963,118,34.1750642,-118.4815291,
19-04-07 11:11:39,38,-7,-7.5623362,30,30.34746963,118,34.1750496,-118.481513,
19-04-07 11:11:39,38,-9,-9.4160108,35,35.13947359,120,34.1750346,-118.4814972,
19-04-07 11:11:39,38,-10,-10.252625,35,35.83628163,121,34.1750192,-118.4814814,
19-04-07 11:11:39,38,-8,-8.78608952,36,36.25547282,126,34.174988,-118.4814492,
19-04-07 11:11:40,39,-8,-8.60236248,36,36.25547282,129,34.1749724,-118.4814321,
19-04-07 11:11:40,39,-8,-8.60236248,36,36.25547282,129,34.1749724,-118.4814321,
19-04-07 11:11:40,39,-9,-9.14042024,36,36.59839822,132,34.1749571,-118.4814146,
19-04-07 11:11:40,39,-9,-9.14042024,36,36.59839822,132,34.1749571,-118.4814146,
19-04-07 11:11:41,40,-7,-7.30314984,36,36.59839822,147,34.1748973,-118.4813396,
19-04-07 11:11:41,40,-7,-7.30314984,36,36.59839822,147,34.1748973,-118.4813396,
19-04-07 11:11:41,40,-6,-6.33858288,36,36.59839822,152,34.1748824,-118.4813197,
19-04-07 11:11:41,40,-5,-5.74475084,36,36.59839822,161,34.1748544,-118.4812799,
19-04-07 11:11:41,40,-5,-5.74475084,36,36.59839822,161,34.1748544,-118.4812799,
19-04-07 11:11:42,41,-3,-3.854987,38,38.25973773,166,34.17484,-118.4812595,
19-04-07 11:11:42,41,-4,-4.33727048,37,37.64389501,177,34.1748104,-118.4812196,
19-04-07 11:11:42,41,-4,-4.33727048,37,37.71185996,177,34.1748104,-118.4812196,
19-04-07 11:11:42,41,-5,-5.1345146,37,37.71185996,189,34.1747797,-118.4811809,
19-04-07 11:11:42,41,-5,-5.1345146,37,37.71185996,189,34.1747797,-118.4811809,
19-04-07 11:11:43,42,-3,-3.2972442,35,35.90009146,202,34.1747483,-118.4811444,
19-04-07 11:11:43,42,-3,-3.2972442,35,35.90009146,202,34.1747483,-118.4811444,
19-04-07 11:11:43,42,-3,-3.2972442,38,38.13988703,202,34.1747483,-118.4811444,
19-04-07 11:11:43,42,-3,-3.2972442,38,38.13988703,202,34.1747483,-118.4811444,
19-04-07 11:11:44,43,3,3.54986888,36,36.25897088,229,34.1746848,-118.4810778,
19-04-07 11:11:44,43,3,3.31692924,35,35.8787652,236,34.1746688,-118.4810618,
19-04-07 11:11:44,43,3,3.4284778,35,35.8787652,249,34.1746364,-118.4810294,
19-04-07 11:11:44,43,3,3.4284778,36,36.35836515,249,34.1746364,-118.4810294,
19-04-07 11:11:44,43,3,3.99278228,36,36.35836515,257,34.1746199,-118.4810134,
19-04-07 11:11:45,44,3,3.9862206,37,37.5282401,278,34.1745701,-118.4809644,
19-04-07 11:11:45,44,3,3.9862206,37,37.5282401,278,34.1745701,-118.4809644,
19-04-07 11:11:45,44,5,5.09842536,36,36.81760878,286,34.1745533,-118.4809479,
19-04-07 11:11:45,44,5,5.45931776,36,36.88462881,293,34.1745365,-118.4809311,
19-04-07 11:11:46,45,5,5.45931776,38,38.10135207,293,34.1745365,-118.4809311,
19-04-07 11:11:46,45,8,8.776247,38,38.84073755,315,34.1744871,-118.4808818,
19-04-07 11:11:46,45,8,8.776247,38,38.84073755,315,34.1744871,-118.4808818,
19-04-07 11:11:46,45,9,9.31430476,37,37.70198843,323,34.1744707,-118.4808657,
19-04-07 11:11:46,45,9,9.31430476,36,36.52031144,323,34.1744707,-118.4808657,
19-04-07 11:11:47,46,11,11.07611584,37,37.63584448,344,34.1744227,-118.4808177,
19-04-07 11:11:47,46,12,12.88385868,37,37.36419434,351,34.1744067,-118.4808029,
19-04-07 11:11:47,46,13,13.65485608,37,37.36542711,358,34.1743906,-118.4807884,
19-04-07 11:11:47,46,15,15.63648344,36,36.69303976,365,34.174375,-118.4807744,
19-04-07 11:11:48,47,17,17.12270396,36,36.69303976,379,34.1743435,-118.480747,
19-04-07 11:11:48,47,17,17.92650976,35,35.93289435,386,34.1743283,-118.4807328,
19-04-07 11:11:48,47,17,17.92650976,35,35.93289435,386,34.1743283,-118.4807328,
19-04-07 11:11:48,47,18,18.76312396,35,35.1447989,393,34.1743137,-118.4807189,
19-04-07 11:11:48,47,20,20.10498752,34,34.98319678,399,34.174299,-118.4807047,
19-04-07 11:11:49,48,20,20.2099744,34,34.72068915,412,34.1742721,-118.480674,
19-04-07 11:11:49,48,20,20.2099744,34,34.74052608,412,34.1742721,-118.480674,
19-04-07 11:11:49,48,20,20.2099744,34,34.74052608,412,34.1742721,-118.480674,
19-04-07 11:11:49,48,20,20.2099744,34,34.74052608,412,34.1742721,-118.480674,
19-04-07 11:11:50,49,20,20.2099744,34,34.74052608,412,34.1742721,-118.480674,
19-04-07 11:11:50,49,21,21.26640488,36,36.16372234,441,34.1742231,-118.4805753,
19-04-07 11:11:50,49,18,18.99278276,37,37.82201435,447,34.1742161,-118.4805518,
19-04-07 11:11:50,49,16,16.00065668,37,37.82201435,452,34.1742102,-118.4805273,
19-04-07 11:11:50,49,16,16.00065668,41,42.00544392,452,34.1742102,-118.4805273,
19-04-07 11:11:51,50,16,16.00065668,45,45.19406098,452,34.1742102,-118.4805273,
19-04-07 11:11:51,50,13,13.65485608,45,45.6664896,472,34.1742,-118.4804182,
19-04-07 11:11:51,50,13,13.65485608,46,46.27882174,472,34.1742,-118.4804182,
19-04-07 11:11:51,50,15,15.78740208,46,46.27882174,476,34.1742026,-118.4803892,
19-04-07 11:11:52,51,14,14.85892436,44,44.5263763,484,34.1742097,-118.4803322,
19-04-07 11:11:52,51,14,14.85892436,44,44.5263763,484,34.1742097,-118.4803322,
19-04-07 11:11:52,51,14,14.56364876,45,45.63356468,490,34.1742224,-118.4802761,
19-04-07 11:11:52,51,14,14.56364876,45,45.63356468,490,34.1742224,-118.4802761,
19-04-07 11:11:52,51,14,14.48818944,46,46.04641681,495,34.1742393,-118.4802223,
19-04-07 11:11:53,52,15,15.9448824,45,45.61952239,498,34.1742482,-118.480196,
19-04-07 11:11:53,52,17,17.91010556,44,44.71695472,500,34.1742581,-118.4801705,
19-04-07 11:11:53,52,19,19.70800588,43,43.9355644,502,34.1742688,-118.4801462,
19-04-07 11:11:53,52,20,20.1443576,43,43.53933899,506,34.1742906,-118.4800991,
19-04-07 11:11:54,53,22,22.02427892,43,43.48852329,507,34.174303,-118.4800773,
19-04-07 11:11:54,53,22,22.02427892,43,43.48852329,507,34.174303,-118.4800773,
19-04-07 11:11:54,53,25,25.60367536,41,41.79495973,510,34.1743295,-118.4800359,
19-04-07 11:11:54,53,25,25.60367536,41,41.79495973,510,34.1743295,-118.4800359,
19-04-07 11:11:54,53,24,24.89173308,41,41.14345122,512,34.1743735,-118.4799778,
19-04-07 11:11:55,54,24,24.89173308,41,41.34166091,512,34.1743735,-118.4799778,
19-04-07 11:11:55,54,25,25.6233604,41,41.34166091,512,34.1743898,-118.4799606,
19-04-07 11:11:55,54,27,27.16207436,42,42.92553003,512,34.174407,-118.4799447,
19-04-07 11:11:55,54,26,26.80118196,42,42.4345567,511,34.1744415,-118.4799146,
19-04-07 11:11:55,54,27,27.82808488,40,40.38808669,510,34.17446,-118.479901,
19-04-07 11:11:56,55,27,27.82808488,40,40.38808669,510,34.17446,-118.479901,
19-04-07 11:11:56,55,29,29.0518382,42,42.12851108,506,34.1745193,-118.4798684,
19-04-07 11:11:56,55,29,29.0518382,42,42.12851108,506,34.1745193,-118.4798684,
19-04-07 11:11:56,55,30,30.77756004,43,43.34866983,504,34.1745403,-118.47986,
19-04-07 11:11:57,56,30,30.09186448,43,43.52352264,501,34.1745614,-118.4798528,
19-04-07 11:11:57,56,30,30.09186448,43,43.52352264,501,34.1745614,-118.4798528,
19-04-07 11:11:57,56,30,30.09186448,43,43.52352264,501,34.1745614,-118.4798528,
19-04-07 11:11:57,56,30,30.09186448,45,45.83684312,501,34.1745614,-118.4798528,
19-04-07 11:11:57,56,28,28.81233688,45,45.83684312,488,34.1746524,-118.4798377,
19-04-07 11:11:58,57,28,28.81233688,45,45.83684312,488,34.1746524,-118.4798377,
19-04-07 11:11:58,57,28,28.81233688,46,46.19852599,488,34.1746524,-118.4798377,
19-04-07 11:11:58,57,28,28.81233688,46,46.88977094,488,34.1746524,-118.4798377,
19-04-07 11:11:58,57,28,28.81233688,46,46.88977094,488,34.1746524,-118.4798377,
19-04-07 11:11:59,58,26,26.91273052,46,46.88977094,466,34.1747751,-118.4798478,
19-04-07 11:11:59,58,26,26.91273052,46,46.88977094,466,34.1747751,-118.4798478,
19-04-07 11:11:59,58,26,26.91273052,46,46.88977094,466,34.1747751,-118.4798478,
19-04-07 11:11:59,58,26,26.91273052,46,46.88977094,466,34.1747751,-118.4798478,
19-04-07 11:11:59,58,28,28.28412164,49,49.066323,442,34.1749016,-118.4798713,
19-04-07 11:12:00,59,27,27.09645756,49,49.63492317,434,34.1749529,-118.4798807,
19-04-07 11:12:00,59,27,27.35564392,48,48.73883849,430,34.1749788,-118.479885,
19-04-07 11:12:00,59,27,27.969161,49,49.18990643,426,34.1750046,-118.4798889,
19-04-07 11:12:00,59,27,27.969161,49,49.18990643,426,34.1750046,-118.4798889,
19-04-07 11:12:01,60,28,28.24475156,50,50.08173274,423,34.1750306,-118.4798921,
19-04-07 11:12:01,60,28,28.01509276,49,49.58256808,418,34.1750825,-118.4798982,
19-04-07 11:12:01,60,29,29.2486886,48,48.94364381,415,34.1751086,-118.479901,
19-04-07 11:12:01,60,30,30.34120832,49,49.28298667,413,34.1751346,-118.4799037,
19-04-07 11:12:01,60,30,30.34120832,49,49.28298667,413,34.1751346,-118.4799037,
19-04-07 11:12:02,61,29,29.25525028,46,46.71070043,407,34.1752135,-118.4799126,
19-04-07 11:12:02,61,29,29.25525028,48,48.52751577,407,34.1752135,-118.4799126,
19-04-07 11:12:02,61,29,29.25525028,48,48.75355348,407,34.1752135,-118.4799126,
19-04-07 11:12:02,61,30,30.4625994,50,50.52402738,404,34.1752659,-118.4799208,
19-04-07 11:12:02,61,30,30.4625994,49,49.01240035,404,34.1752659,-118.4799208,
19-04-07 11:12:03,62,32,32.81824252,49,49.01240035,399,34.1753445,-118.4799358,
19-04-07 11:12:03,62,32,32.81824252,49,49.01240035,399,34.1753445,-118.4799358,
19-04-07 11:12:03,62,34,34.15026356,48,48.18350778,398,34.1753708,-118.4799411,
19-04-07 11:12:03,62,32,32.84448924,48,48.36535984,397,34.1753971,-118.4799459,
19-04-07 11:12:04,63,33,33.4481638,48,48.04397033,397,34.1754494,-118.4799554,
19-04-07 11:12:04,63,33,33.52034228,48,48.77362195,397,34.1754758,-118.4799591,
19-04-07 11:12:04,63,35,35.42322948,48,48.11993575,397,34.1755015,-118.4799634,
19-04-07 11:12:04,63,35,35.3674552,48,48.11993575,399,34.1755532,-118.4799717,
19-04-07 11:12:04,63,35,35.3674552,48,48.26254574,399,34.1755532,-118.4799717,
19-04-07 11:12:05,64,37,37.5164054,47,47.79238241,401,34.1756048,-118.4799805,
19-04-07 11:12:05,64,36,36.20078856,47,47.27701967,403,34.1756303,-118.4799852,
19-04-07 11:12:05,64,36,36.20078856,45,45.45950972,403,34.1756303,-118.4799852,
19-04-07 11:12:05,64,37,37.65748152,44,44.15102972,406,34.1756809,-118.4799957,
